date,country,SiteName,Technology,updatedby,updatetime,Volume
2025-02-26 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,6968.0
2025-02-24 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,6685.0
2024-12-28 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,6327.0
2025-04-22 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,5712.0
2025-04-23 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,7731.0
2025-04-11 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,7361.0
2025-03-10 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,5958.0
2025-03-22 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,7761.0
2025-03-21 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,5837.0
2025-03-20 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,5438.0
2025-03-19 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,6167.0
2025-03-18 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,6109.0
2025-03-17 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,6884.0
2025-03-16 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,6382.0
2025-03-15 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,7893.0
2025-03-14 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,6858.0
2025-03-13 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,8429.0
2025-03-11 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,5737.0
2025-03-26 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,7105.0
2025-03-09 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,7716.0
2025-02-25 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,6729.0
2025-03-08 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,6735.0
2025-03-07 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,5171.0
2025-03-06 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,6422.0
2025-03-05 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,5118.0
2025-03-04 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,7909.0
2025-03-03 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,6271.0
2025-03-02 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,6989.0
2025-03-01 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,6370.0
2025-02-28 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,5241.0
2025-02-27 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,8616.0
2025-03-25 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,5342.0
2025-03-27 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,6728.0
2025-01-11 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,7709.0
2025-01-23 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,5461.0
2025-01-22 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,6204.0
2025-02-07 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,7346.0
2025-02-19 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,6923.0
2025-02-18 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,5574.0
2025-02-17 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,5015.0
2025-02-16 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,8711.0
2025-02-15 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,8554.0
2025-02-14 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,6803.0
2025-02-13 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,7536.0
2025-02-12 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,5652.0
2025-02-11 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,5821.0
2025-02-09 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,5442.0
2025-01-27 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,6000.0
2025-02-08 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,5281.0
2025-02-06 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,5107.0
2025-02-21 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,5410.0
2025-02-05 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,6821.0
2025-02-04 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,7815.0
2025-02-03 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,6970.0
2025-02-02 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,8269.0
2025-02-01 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,7506.0
2025-01-31 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,7344.0
2025-01-30 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,7555.0
2025-01-29 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,5803.0
2025-01-28 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,6089.0
2024-08-29 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,7542.0
2024-08-27 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,8655.0
2025-04-25 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,5779.0
2025-02-20 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,5116.0
2025-02-22 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,5837.0
2025-01-21 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,5155.0
2025-01-08 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,7587.0
2025-01-20 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,7301.0
2025-01-19 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,6723.0
2025-01-18 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,5930.0
2025-01-17 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,8737.0
2025-01-16 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,6221.0
2025-01-15 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,6368.0
2025-01-14 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,7468.0
2025-01-13 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,6265.0
2025-01-12 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,6249.0
2025-01-10 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,6184.0
2025-01-25 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,7522.0
2025-01-09 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,6524.0
2025-01-07 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,8964.0
2025-02-10 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,6855.0
2025-01-06 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,7458.0
2025-01-05 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,8688.0
2025-01-04 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,7340.0
2025-01-03 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,5151.0
2025-01-02 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,7960.0
2025-01-01 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,8643.0
2024-12-31 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,7980.0
2024-12-30 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,6439.0
2024-12-29 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,5164.0
2025-01-24 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,7971.0
2025-01-26 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,6047.0
2025-02-23 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,8844.0
2025-03-23 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,8330.0
2025-03-12 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,7492.0
2024-11-24 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,7722.0
2024-12-27 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,7746.0
2024-12-23 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,8773.0
2024-12-22 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,7886.0
2024-12-21 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,7790.0
2024-12-20 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,5365.0
2024-12-19 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,8165.0
2024-12-18 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,7878.0
2024-12-17 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,7680.0
2024-12-16 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,8417.0
2024-12-15 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,8741.0
2024-12-14 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,5077.0
2024-12-13 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,8440.0
2024-12-11 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,8058.0
2024-11-28 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,6829.0
2024-12-10 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,8798.0
2024-12-09 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,5171.0
2024-12-08 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,6569.0
2024-12-07 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,6300.0
2024-12-06 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,7339.0
2024-12-05 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,8269.0
2024-12-04 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,5851.0
2024-12-03 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,6453.0
2024-12-02 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,5057.0
2024-12-01 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,8642.0
2024-11-30 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,5275.0
2024-11-29 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,5053.0
2024-10-28 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,8185.0
2024-10-27 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,5388.0
2024-12-24 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,7839.0
2024-12-12 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,5026.0
2024-11-27 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,8828.0
2024-11-10 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,6177.0
2024-11-22 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,7773.0
2024-11-21 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,6154.0
2024-11-20 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,8975.0
2024-11-19 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,5682.0
2024-11-18 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,5357.0
2024-11-17 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,6708.0
2024-11-16 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,6160.0
2024-11-15 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,6358.0
2024-11-14 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,6756.0
2024-11-13 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,8368.0
2024-11-12 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,8007.0
2024-11-11 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,8258.0
2024-11-09 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,6582.0
2024-11-26 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,5695.0
2024-11-08 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,7049.0
2024-11-07 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,7651.0
2024-11-06 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,5188.0
2024-11-05 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,5218.0
2024-11-04 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,6571.0
2024-11-03 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,7129.0
2024-11-02 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,8130.0
2024-11-01 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,8081.0
2024-10-31 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,8923.0
2024-10-30 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,8786.0
2024-10-29 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,8038.0
2024-11-25 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,6020.0
2024-10-26 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,5734.0
2024-09-12 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,6920.0
2024-09-24 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,6399.0
2024-10-10 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,8531.0
2024-10-22 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,7690.0
2024-10-21 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,8200.0
2024-10-20 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,6094.0
2024-10-19 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,8369.0
2024-10-18 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,7973.0
2024-10-17 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,6739.0
2024-10-16 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,7960.0
2024-10-15 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,6346.0
2024-10-14 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,6943.0
2024-10-13 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,5796.0
2024-10-11 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,8215.0
2024-09-28 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,8268.0
2024-10-09 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,6534.0
2024-10-24 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,5582.0
2024-10-08 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,7444.0
2024-10-07 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,7786.0
2024-10-06 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,6745.0
2024-10-05 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,7385.0
2024-10-04 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,7250.0
2024-10-03 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,7351.0
2024-10-02 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,7552.0
2024-10-01 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,6849.0
2024-09-30 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,7569.0
2024-09-29 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,7642.0
2024-12-25 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,7432.0
2024-12-26 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,7507.0
2024-10-23 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,7051.0
2024-10-12 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,5162.0
2024-09-23 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,5149.0
2024-09-10 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,6629.0
2024-09-22 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,5494.0
2024-09-21 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,7319.0
2024-09-20 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,7622.0
2024-09-19 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,6343.0
2024-09-18 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,7248.0
2024-09-17 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,6364.0
2024-09-16 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,8925.0
2024-09-15 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,7994.0
2024-09-14 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,7685.0
2024-09-13 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,6201.0
2024-09-11 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,8737.0
2024-09-26 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,5160.0
2024-09-09 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,7304.0
2024-10-25 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,6665.0
2024-09-08 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,7954.0
2024-09-07 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,8665.0
2024-09-06 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,7566.0
2024-09-05 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,8520.0
2024-09-04 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,8608.0
2024-09-03 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,8791.0
2024-09-02 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,7422.0
2024-09-01 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,8697.0
2024-08-31 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,5979.0
2024-08-30 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,6948.0
2024-09-25 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,8919.0
2024-09-27 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,5356.0
2024-08-26 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,7674.0
2024-03-28 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,7766.0
2024-03-27 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,8867.0
2024-03-26 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,8091.0
2024-08-23 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,6754.0
2024-08-22 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,8457.0
2024-08-21 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,8753.0
2024-08-20 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,6353.0
2024-08-19 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,5049.0
2024-08-18 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,6735.0
2024-08-17 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,5960.0
2024-08-16 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,7041.0
2024-08-15 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,7361.0
2024-08-14 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,7033.0
2024-08-12 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,6934.0
2024-07-30 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,6156.0
2024-08-11 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,8621.0
2024-08-10 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,8086.0
2024-08-09 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,8855.0
2024-08-08 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,5801.0
2024-08-07 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,8263.0
2024-08-06 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,8977.0
2024-08-05 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,6285.0
2024-08-04 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,7210.0
2024-08-03 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,6581.0
2024-08-02 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,8536.0
2024-08-01 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,5538.0
2024-07-31 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,8399.0
2024-06-30 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,6279.0
2024-06-28 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,8918.0
2024-05-01 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2025-06-05 16:15:29.713825,8477.0
